"ZCTA5CE10","pc_park"
"12186",11.313
"12187",16.67
"12188",7.802
"12189",0.652
"12190",90.363
"12192",1.141
"12193",4.419
"12194",34.716
"94920",28.895
"94922",0.013
"94923",19.548
"94924",75.124
"94925",33.863
"94928",8.636
"94929",0.004
"94930",74.086
"94931",2.014
"94933",47.173
"94937",86.504
"94938",85.582
"94939",27.169
"94940",3.75
"94941",64.38
"94945",42.362
"94946",10.369
"94947",14.736
"94949",50.276
"94950",91.372
"94951",4.067
"20184",1.916
"49507",4.436
"43123",13.644
"37128",1.173
"20186",1.157
"49508",4
"59715",26.914
"43125",9.451
"49509",11.532
"20187",0.356
"43126",68.931
"43127",31.85
"59716",66.446
"20190",17.493
"43128",0
"49512",3.176
"20191",10.331
"20194",11.068
"20197",0
"49519",11.672
"37129",9.071
"20198",3.26
"49525",5.65
"22003",12.617
"93021",10.096
"93022",7.891
"93023",77.42
"93030",1.473
"93033",1.694
"93035",5.097
"93036",4.082
"93040",54.422
"93041",1.76
"93042",0.009
"76678",0
"76679",3.561
"76680",0
"76681",0
"76682",0.007
"76685",0
"76686",0
"76687",0.007
"76689",0.002
"76690",0
"76691",0.018
"76692",28.569
"76693",0
"76701",1.485
"23175",0
"23176",0
"43917",0
"23177",0
"23180",0
"23181",4.961
"43920",11.087
"43925",0
"43926",2.653
"43927",0
"43928",0
"43930",13.968
"43931",0
"43932",0
"43933",0
"43934",0
"23185",11.249
"14860",13.926
"33904",0.369
"37821",13.878
"33905",12.053
"37825",3.21
"33907",6.349
"37826",0
"37828",0.585
"37829",49.046
"33908",26.315
"37830",56.726
"33909",2.423
"37840",6.896
"33912",8.373
"33913",12.635
"37841",42.736
"37843",4.243
"37845",0.66
"37846",0
"37847",43.31
"37848",0
"33914",18.929
"37849",0.053
"37851",59.308
"33916",3.733
"37852",29.674
"14168",0.461
"14169",5.274
"14170",1.133
"14171",0.667
"14172",2.872
"14173",0.319
"14174",5.954
"14201",7.202
"14202",14.137
"14203",23.615
"76021",3.461
"76022",1.39
"76023",0.023
"76028",0.796
"76031",0.153
"76033",1.078
"76034",2.144
"76035",0
"76036",6.173
"76039",6.626
"76040",2.942
"76041",0
"76043",1.733
"76044",0
"76048",0.209
"76049",0.329
"76050",0
"76051",20.672
"76052",0.084
"76053",3.18
"42170",0.562
"42171",0.003
"42202",0
"42204",0
"48640",7.991
"49080",1.886
"49082",0.109
"49083",1.291
"49084",0
"49085",2.664
"49087",2.019
"64654",0
"58831",14.38
"64655",0
"58833",0.182
"64656",0
"64657",3.084
"58835",14.104
"58838",56.663
"64658",2.919
"64659",17.15
"58843",7.877
"64660",12.002
"58844",1.613
"64661",0
"64664",0
"58845",0.799
"64667",0.558
"58847",9.538
"64668",0.239
"58849",2.9
"64670",0.277
"64671",0.13
"64672",0
"58852",7.572
"58853",27.779
"64673",1.77
"64674",0.005
"64676",0.873
"64679",0.005
"64681",16.313
"64682",0.794
"58854",20.892
"58856",2.946
"64683",1.447
"12195",0
"12196",0.71
"12197",6.19
"12198",0.161
"12202",8.817
"12203",11.24
"12204",2.281
"12205",7.455
"12206",6.115
"12207",7.216
"12208",1.944
"12209",0.516
"12210",11.051
"12211",2.721
"12222",0
"12302",4.002
"37853",0.67
"33917",12.005
"37854",14.504
"33919",0.711
"33920",11.195
"33921",4.358
"33922",7.19
"33924",13.473
"37857",1.661
"37860",11.073
"33928",7.844
"33930",25.6
"37861",1.607
"33931",34.412
"37862",3.258
"33935",12.677
"37863",3.817
"33936",1.193
"33944",13.063
"37865",0
"97523",55.332
"97524",36.523
"97525",47.299
"97526",34.029
"97527",55.873
"97530",78.068
"97531",1.577
"97532",55.014
"97534",82.093
"97535",6.825
"97536",52.117
"97537",36.146
"97538",58.379
"97539",54.792
"97540",27.424
"97541",56.89
"97543",62.178
"97544",74.92
"97601",64.777
"97603",14.829
"97604",100
"97620",78.376
"97621",14.519
"97622",36.829
"45874",0
"45882",0.166
"45883",0.042
"45884",0
"45885",6.377
"45886",0.057
"45887",0.474
"45888",2.712
"78340",0.017
"78341",0
"78342",0
"78343",0.038
"78344",0
"78349",0
"78351",0
"78352",0
"78353",0
"78355",0.022
"78357",0
"78358",0.22
"78359",0.126
"76704",2.572
"76705",0.083
"76706",0.14
"76707",2.416
"76708",13.474
"76710",20.825
"76711",0.714
"76712",24.38
"76798",0
"76801",0.391
"76802",0.052
"76820",0
"76821",0.021
"76823",0.023
"76824",15.101
"76825",0.05
"76827",0
"76828",0
"76831",0
"76832",0
"76834",1.068
"76836",0
"76837",0
"17005",0
"17006",60.842
"17007",21.57
"17009",2.001
"17010",5.688
"17011",1.765
"17013",4.014
"17015",9.234
"17016",0
"17017",0.752
"17018",51.856
"17019",6.7
"17020",12.729
"17021",12.215
"17022",0.81
"17023",0
"17024",0
"17025",4.255
"17026",13.974
"17027",0
"17028",0.546
"17029",0.524
"17030",7.259
"17032",25.678
"17033",0.382
"34972",10.001
"34974",12.074
"34981",4.384
"34982",19.367
"34983",8.847
"34984",5.426
"34986",1.066
"34987",3.669
"34990",1.502
"34994",2.266
"34996",1.869
"34997",21.474
"64021",0.17
"58505",39.486
"64022",0
"58520",0
"58521",0.017
"64024",2.666
"64029",3.056
"58523",8.649
"64030",9.649
"58524",0.051
"58528",15.813
"64034",7.954
"64035",0.593
"64036",0
"58529",0.339
"64037",1.547
"58530",0.598
"14861",0.901
"14864",0.435
"14865",2.872
"14867",20.622
"14869",4.513
"14870",16.688
"14871",0.891
"14872",0.574
"14873",0.328
"14874",0
"19102",8.214
"19103",10.713
"19104",10.103
"19106",10.894
"62023",0
"53711",7.123
"62024",0.436
"53713",28.312
"53714",8.469
"53715",9.927
"53716",8.919
"53717",5.607
"62025",1.353
"62027",0.191
"62028",12.117
"62030",0
"62031",6.293
"53718",6.83
"62032",0
"53719",10.984
"62033",0.626
"53726",8.408
"53792",0
"53801",13.827
"53802",0
"53803",2.333
"62034",3.629
"53804",0.102
"62035",7.723
"85019",2.944
"85020",25.696
"85021",5.77
"85022",11.613
"85023",6.874
"85024",29.547
"85027",1.293
"85028",39.132
"85029",29.19
"85031",6.445
"85032",6.496
"85033",3.514
"85034",5.228
"85035",5.946
"85037",0.908
"85040",4.107
"85041",5.853
"85042",38.046
"85043",2.581
"85044",44.512
"85045",7.02
"85048",47.856
"14204",4.085
"14206",3.331
"14207",3.495
"14208",2.469
"14209",1.22
"14210",9.925
"14211",5.92
"14212",2.214
"14213",11.847
"14214",11.586
"14215",5.986
"06524",6.719
"06525",8.545
"06604",4.542
"06605",2.077
"06606",5.609
"06607",6.887
"06608",1.909
"06610",8.374
"06611",11.039
"06612",2.563
"06614",10.582
"06615",15
"06702",3.117
"06704",14.816
"06705",2.386
"05440",6.813
"02743",6.249
"02744",7.837
"02745",25.708
"02746",2.465
"02747",28.723
"02748",13.338
"02760",5.466
"02762",5.945
"02763",2.919
"02764",1.809
"02766",10.717
"02767",18.098
"53013",0.686
"53014",9.082
"53015",0
"53016",0
"53017",0.048
"53018",3.797
"53019",0.349
"53020",2.556
"53021",2.78
"53022",1.584
"53023",25.13
"61364",0.563
"61367",0.313
"36804",0.1
"61368",1.631
"53024",3.772
"61369",0.087
"61370",0.759
"61372",0
"61373",0.764
"56165",0.394
"56166",3.268
"56167",0.835
"56168",0.225
"56169",6.487
"56170",2.685
"56171",1.491
"56172",4.427
"56173",0.361
"56174",1.247
"56175",1.929
"56176",0.175
"70001",1.754
"70002",0.463
"70003",6.552
"70005",0.249
"70006",0.055
"60463",18.62
"60464",29.76
"35654",1.432
"60465",15.703
"60466",27.138
"35660",4.471
"60467",14.91
"60468",0.505
"60469",1.188
"35661",15.999
"60470",0
"60471",2.944
"35670",4.871
"60472",0.253
"35671",22.583
"60473",13.261
"07512",3.875
"07513",0.138
"20910",9.082
"07514",1.13
"07522",3.951
"20912",9.46
"64686",0
"64688",6.2
"64689",0.008
"64701",0.824
"64720",1.533
"64722",0
"64723",0
"64724",0.026
"64725",2.921
"64726",0
"64728",8.198
"64730",0.033
"64733",0
"64734",0
"64735",23.648
"64738",1.266
"64739",4.987
"64740",30.749
"64741",0.016
"64742",0
"64743",0
"64744",1.858
"64745",0
"64746",0
"64747",3.326
"64748",0.13
"64750",0
"64752",0.001
"64755",0.582
"64756",0.841
"64759",0.792
"64761",0
"12303",10.214
"12304",4.676
"12305",2.005
"12306",3.289
"12307",8.766
"12308",3.096
"12309",10.831
"12401",8.192
"12404",8.573
"12405",4.728
"12406",35.856
"12407",0.955
"12409",28.933
"12410",74.118
"12411",0
"12412",52.98
"12413",0.649
"12414",1.397
"33945",0.019
"37866",34.936
"33946",18.344
"33947",24.346
"23434",26.095
"54220",1.098
"33953",9.549
"54227",0.381
"54228",0.62
"54229",0.35
"23435",1.119
"23436",0
"33954",0.199
"54230",6.044
"54232",0
"23437",4.808
"54234",2.885
"23438",0
"23440",0
"45889",2.073
"45890",0.077
"45895",0.137
"45896",0.588
"45897",0
"45898",0
"45899",0
"69162",0.033
"69163",0.019
"69165",1.162
"69166",10.2
"69167",0.029
"69168",0
"69169",0
"69170",0.66
"69171",0
"69210",0.861
"69211",21.202
"69214",0.922
"69217",0.759
"69218",0.265
"69219",23.676
"69220",6.005
"69221",5.111
"69301",0.049
"69331",0
"69333",0
"69334",0.372
"69335",0
"69336",0.194
"69337",8.41
"69339",11.301
"78361",0.002
"78362",1.343
"78363",0.69
"78368",0.78
"78369",0.003
"78370",0.004
"78371",0.002
"90814",9.873
"85297",1.241
"85298",3.872
"90815",10.343
"90822",0
"89815",51.219
"90831",25.711
"91001",15.008
"85301",2.51
"91006",3.025
"89820",65.373
"91007",9.535
"89821",46.652
"91008",0.034
"85302",3.837
"91010",19.619
"76841",0.124
"76842",0
"76844",0
"76845",0
"76848",0
"76849",0.122
"76852",0
"76853",0
"76854",0
"76856",1.196
"76857",2.257
"76858",0
"76859",0
"76861",0.01
"76862",0.529
"76864",0
"76865",0
"76866",0.014
"76869",0
"76870",0
"76871",0
"76872",0
"76873",0
"76874",0
"76875",0
"76877",0.586
"76878",0
"76882",0.167
"76884",0
"76885",0
"76887",0
"76888",0.345
"76890",0
"76901",9.524
"76903",3.72
"76904",4.254
"76905",0.134
"17034",7.961
"17035",12.554
"17036",1.32
"17037",25.138
"17038",43.258
"17039",88.003
"17040",9.454
"17041",0
"17042",8.5
"17043",3.417
"12824",1.181
"12827",20.047
"12828",4.764
"12831",11.881
"12832",0.184
"12833",9.582
"12834",0.211
"12835",38.379
"12836",64.345
"12837",0
"12838",0
"12839",1.286
"12841",73.388
"12842",82.411
"12843",43.189
"58531",29.101
"64040",0
"58532",3.938
"64048",1.949
"64050",2.201
"58533",1.796
"64052",2.307
"58535",0.435
"64053",1.095
"64054",4.158
"58538",17.075
"64055",3.216
"64056",7.517
"64057",5.922
"58540",31.404
"64058",5.128
"58541",14.824
"58542",0.198
"64060",3.033
"64061",0.005
"58544",8.045
"64062",1.749
"19107",3.496
"19109",0
"19111",4.207
"19112",0.283
"19113",0.829
"19114",10.579
"19115",25.496
"19116",5.398
"19118",25.332
"19119",11.838
"19120",9.798
"19121",28.19
"19122",4.708
"62036",5.665
"53805",6.546
"62037",9.693
"53806",10.173
"53807",0.719
"53808",0
"53809",0.369
"53810",0.84
"53811",4.178
"53813",0.316
"53816",1.081
"53817",0
"62040",16.311
"62044",0.457
"62045",1.502
"62046",0.396
"53818",0.633
"62047",3.786
"53820",9.807
"62048",6.206
"53821",12.221
"62049",1.23
"53825",0
"62050",0.359
"53826",17.242
"37869",0
"37870",2.804
"37871",0.196
"85050",13.168
"85051",2.932
"85053",2.249
"85054",8.128
"85083",24.682
"85085",36.036
"85086",10.113
"85087",20.662
"85118",33.86
"85119",28.443
"85120",6.083
"85121",0
"85122",0.491
"85123",1.138
"85128",1.108
"85131",0.211
"85132",16.143
"85135",0
"85137",45.705
"85138",0.745
"14216",7.223
"14217",0.988
"14218",4.873
"14219",4.739
"14220",4.971
"14221",5.322
"14222",20.285
"05441",0
"05442",0.522
"05443",24.16
"05444",0.225
"05445",3.059
"05446",7.832
"05447",0
"05448",1.172
"05450",0.555
"05452",1.607
"05454",0.924
"05455",4.299
"05456",8.708
"05457",2.169
"05458",3.683
"05459",0
"05461",9.387
"05462",23.661
"05463",0.607
"05464",12.657
"05465",5.888
"05468",5.355
"05471",4.291
"05472",0.001
"02769",2.405
"02770",13.248
"02771",0.544
"02777",1.901
"02779",1.663
"02780",4.876
"02790",6.957
"02791",0
"15834",44.525
"15840",3.834
"15841",0.113
"15845",2.799
"15846",19.581
"15847",0
"15848",2.275
"15849",69.51
"15851",8.883
"15853",67.92
"15856",29.246
"15857",27.55
"15860",58.892
"15861",85.757
"15863",0
"15864",1.083
"15865",0
"61374",0
"53027",1.258
"36830",7.262
"61375",0
"61376",0.676
"53029",0.549
"53031",0
"61377",0.015
"36832",0.892
"36849",0
"61378",0
"53032",29.492
"61379",1.018
"36850",0.079
"53033",2.543
"53034",0
"36852",0
"53035",0.284
"53036",0.523
"53037",0.973
"53038",0.983
"36853",2.375
"61401",0.606
"53039",0.177
"61410",0.047
"53040",11.873
"61411",0
"36854",1.566
"61412",0
"61413",0.583
"53042",1.567
"36855",3.065
"61414",0
"53044",12.155
"36856",7.592
"36858",0
"70030",3.45
"70031",0.12
"70032",0.046
"70036",0.013
"70037",0
"70038",0.951
"70039",0.076
"70040",0.171
"70041",1.516
"70043",3.78
"70047",0.572
"70049",0
"70050",0
"70051",4.99
"70052",26.221
"70053",2.192
"70056",0.781
"70057",0.017
"70058",0.95
"60474",28.189
"35672",0.851
"60475",19.566
"60476",48.437
"35673",0.46
"60477",12.131
"60478",6.262
"60479",0.579
"35674",12.377
"60480",39.924
"35677",33.354
"35739",0
"60481",16.36
"35740",8.691
"60482",2.365
"60484",18.293
"35741",13.594
"35744",1.925
"35745",11.581
"60487",21.035
"35746",28.992
"60490",11.803
"35747",7.79
"60491",11.845
"35748",1.304
"60501",4.661
"60502",9.431
"35749",0.311
"60503",5.013
"35750",0.985
"07524",0.422
"07601",4.786
"21001",4.982
"07603",4.481
"21005",1.29
"07604",1.472
"07605",28.156
"07606",1.123
"21009",6.254
"07607",2.83
"07608",0
"21010",0
"64762",3.624
"64763",17.378
"64765",0
"64767",0.111
"64769",13.396
"64770",0.237
"64771",0
"64772",2.284
"64776",19.374
"64778",3.464
"64779",6.831
"64780",3.559
"64781",68.067
"64783",26.582
"64784",3.343
"64788",3.016
"64790",5.803
"64801",1.216
"64804",0.737
"64830",0
"64831",2.032
"64832",3.303
"64833",0
"64834",0.679
"64835",1.154
"64836",0.208
"64840",3.356
"12416",44.65
"12417",0
"12418",5.894
"12419",0.717
"12420",2.614
"12421",7.209
"12422",1.322
"12423",0
"12424",55.957
"12427",66.896
"12428",13.743
"12429",0
"12430",14.155
"12431",0.471
"12432",28.294
"23441",0
"23442",0
"33955",26.98
"33956",8.962
"33957",84.11
"54235",1.83
"33960",4.305
"33965",0.151
"33966",11.449
"23451",31.301
"54241",6.923
"54245",0.19
"69340",0
"69343",0.052
"69345",0.414
"69346",14.463
"69347",1.189
"69348",0
"69352",5.918
"69353",0
"69354",1.129
"69355",0
"69357",0.711
"69358",1.172
"69360",0.314
"69361",2.288
"69365",0
"69366",0.647
"69367",12.852
"80758",0.984
"67501",0.475
"67502",0.459
"67505",0.793
"67510",0
"67511",0
"89822",53.375
"85303",5.07
"89823",34.735
"89825",71.603
"89826",83.64
"91011",33.128
"89828",50.853
"85304",5.868
"85305",2.911
"89830",53.487
"89831",61.091
"91016",28.483
"91020",0.1
"85306",4.064
"91024",20.271
"89833",71.808
"85307",0.119
"89834",58.941
"76908",0
"78665",7.654
"78666",1.222
"78669",8.893
"78670",0
"78671",2.816
"78672",3.174
"78675",0
"78676",0.903
"78677",0
"78681",11.836
"78701",7.506
"78702",7.885
"78703",5.531
"78704",9.108
"78705",5.029
"78712",0
"78717",2.885
"78719",0.366
"78721",7.146
"78722",9.046
"12844",1.005
"12845",15.599
"12846",32.839
"12847",58.452
"12849",0
"12850",18.665
"12851",79.449
"12852",70.122
"12853",43.636
"12855",69.229
"12856",89.544
"12857",54.434
"12858",67.837
"12859",21.385
"12860",3.809
"12861",7.604
"12862",6.505
"12863",0.317
"12864",0
"12865",0.955
"12866",6.444
"12870",69.775
"12871",1.587
"12872",2.118
"12873",0.004
"12874",80.968
"12878",57.054
"12883",46.067
"12884",0.092
"12885",14.556
"12886",11.917
"64063",1.728
"64064",17.584
"64065",0
"58545",9.964
"64066",0
"58549",1.063
"64067",0.357
"58552",3.489
"64068",1.371
"64070",1.155
"64071",0
"64072",0
"64074",0.516
"64075",2.556
"64076",0.09
"64077",1.463
"58554",4.496
"64078",0.25
"58558",1.134
"64079",5.507
"58559",4.665
"58560",12.247
"64080",0.131
"58561",0.708
"64081",1.352
"58562",2.02
"64082",11.785
"19123",2.339
"19124",8.694
"19125",1.859
"19126",0.8
"19127",8.162
"19128",36.974
"19129",11.48
"19130",31.859
"19131",41.275
"19132",8.006
"33948",15.1
"37872",4.078
"37873",1.009
"33950",23.917
"37874",0.061
"33952",3.316
"34139",78.68
"34140",92.422
"34141",95.5
"34142",24.717
"34145",63.8
"34201",0.424
"85139",29.491
"85140",2.396
"85141",12.756
"85142",23.249
"85143",0.014
"85145",0.979
"85147",0.006
"85172",1.723
"85173",84.903
"85192",37.574
"85193",3.896
"85194",0.33
"85201",5.975
"85202",2.034
"85203",1.732
"85204",4.243
"85205",2.681
"85206",1.524
"85207",29.822
"85208",1.726
"85209",0.642
"85210",2.805
"85212",0.27
"85213",2.377
"85215",84.65
"85224",2.236
"85225",3.377
"85226",0.276
"85233",2.245
"85234",4.246
"85248",0.605
"85249",3.182
"85250",6.596
"85251",3.529
"90712",7.645
"85253",3.822
"14223",3.2
"14224",5.759
"14225",1.423
"14226",1.039
"14227",10.653
"14228",15.495
"14261",8.214
"14301",5.033
"14302",0
"14303",13.594
"14304",1.613
"14305",16.09
"14411",0.827
"14414",0.844
"14415",0
"14416",0.65
"14418",6.814
"14420",2.322
"14422",0.201
"14423",0.652
"14424",1.256
"14425",1.07
"14427",14.272
"14428",7.013
"14432",0.665
"14433",4.947
"05473",2.774
"05474",6.65
"05476",0.591
"05477",16.408
"05478",3.836
"05481",94.853
"05482",16.033
"05483",0.623
"05485",0
"05486",0.829
"05487",15.2
"05488",12.299
"05489",16.037
"05491",6.645
"05492",0
"05494",1.12
"05495",2.565
"05602",6.885
"05640",5.149
"05641",4.838
"05647",1.158
"05648",0.017
"05649",22.796
"05650",0.686
"05651",0.85
"05652",34.552
"05653",2.258
"05654",7.237
"05655",0.068
"05656",10.075
"15866",0
"15868",63.706
"15870",42.327
"15901",0.406
"15902",1.452
"15904",1.497
"15905",4.702
"15906",32.832
"15909",24.549
"15920",0
"15921",0
"15922",0
"15923",7.338
"15924",25.323
"15925",3.923
"15926",0.41
"15927",0
"15928",0.429
"36859",0
"61415",0.073
"61416",0
"61417",0.038
"36860",12.444
"61418",0
"61419",2.011
"53045",9.081
"53046",13.343
"53047",0
"36861",4.396
"61420",0
"53048",2.995
"53049",0.271
"61421",0.17
"36862",0.112
"61422",0.096
"53050",26.109
"61423",0
"61424",0
"61425",2.587
"61426",0
"61427",1.282
"36863",2.33
"36865",0
"70062",1.631
"70065",1.498
"70067",0.143
"70068",22.191
"70070",47.205
"70071",0.869
"70072",25.309
"70075",0.155
"70076",0
"70079",1.229
"70080",0
"70082",0
"70083",0.042
"70084",0.195
"70085",0.509
"70086",0
"70087",0.11
"60504",7.981
"35751",10.893
"35752",18.88
"35754",3.546
"35755",14.026
"60505",10.935
"35756",16.616
"35757",0.591
"60506",14.657
"60510",11.51
"60511",4.303
"35758",2.367
"60512",2.005
"35759",2.624
"60513",21.705
"35760",0.797
"60514",3.351
"35761",0.453
"60515",17.934
"32631",0
"32639",15.181
"32640",10.113
"32641",31.154
"32643",8.513
"32648",17.742
"32653",10.097
"32656",12.082
"32658",0
"32664",0
"07620",32.706
"21012",1.237
"21013",24.003
"07621",4.63
"07624",12.405
"07626",8.084
"07627",14.211
"21014",7.269
"07628",3.362
"07630",1.808
"21015",8.078
"21017",8.407
"21028",9.764
"64841",0.282
"64842",0
"64843",1.021
"64844",0
"64847",0.015
"64848",12.487
"64849",0
"64850",2.372
"64854",0.196
"64855",0.004
"64856",3.942
"64857",0
"64858",0
"64859",0
"64861",0
"64862",0
"64863",0
"64865",0.621
"64866",1.384
"64867",0.059
"64870",0.724
"64873",0
"12433",13.374
"12434",12.56
"12435",1.933
"12436",61.545
"12438",0
"12439",29.689
"12440",24.404
"12441",53.357
"12442",25.091
"12443",7.411
"12444",5.729
"12446",41.321
"12448",25.23
"12449",0.186
"12450",64.036
"12451",0
"12452",7.56
"33967",1.348
"54246",10.313
"54247",0
"23452",4.362
"54301",9.454
"23453",4.293
"33971",0.132
"54302",3.278
"54303",3.313
"33972",0.895
"23454",1.974
"33973",0
"54304",4.084
"54307",0
"23455",3.762
"54311",1.381
"33974",2.138
"23456",20.777
"54313",4.594
"23457",12.581
"67512",0
"67513",0
"67514",0
"67515",0
"67516",0
"67518",0
"67519",0
"67520",0
"67521",0.653
"67522",2.698
"67523",0
"67524",0
"67525",9.287
"67526",3.678
"67529",0.064
"67530",2.209
"67543",0.356
"67544",5.265
"67545",7.786
"67546",1.678
"67547",0
"91030",4.277
"91040",27.284
"91042",87.019
"91046",0
"91101",1.569
"89835",63.843
"85308",8.072
"85309",0
"89883",81.59
"91103",20.836
"85310",35.08
"91104",0.477
"85320",76.406
"91105",7.625
"91106",1.905
"85321",48.802
"91107",11.677
"85322",82.816
"91108",9.927
"78723",10.895
"78724",23.198
"78725",1.381
"78726",43.988
"78727",1.513
"78728",1.182
"78729",2.93
"78730",40.086
"78731",4.437
"78732",29.183
"78733",3.305
"78734",31.232
"78735",8.397
"78736",13.699
"78737",6.858
"78738",17.108
"78739",17.711
"78741",10.419
"78742",0
"78744",16.602
"78745",5.428
"78746",11.217
"78747",0.214
"12887",8.321
"12901",5.41
"12903",18.963
"12910",8.725
"12911",0
"12912",36.27
"12913",47.829
"12914",10.399
"12916",0.012
"12917",0.061
"12918",11.866
"12919",2.701
"12920",18.838
"12921",2.144
"12922",63.224
"12923",0.025
"12924",0
"12926",2.081
"12927",73.481
"12928",40.707
"12929",0.631
"12930",21.778
"12932",43.224
"12933",0
"12934",12.658
"12935",21.242
"64083",1.813
"64084",4.534
"58563",0.412
"58564",0
"64085",0.365
"58565",60.811
"58566",0
"58568",0.259
"64086",11.408
"58569",0.179
"64088",0.001
"58570",0
"64089",21.668
"64090",0
"64092",0.195
"58571",2.677
"58572",2.093
"58573",0.183
"64093",1.564
"58575",3.871
"64096",10.148
"64097",0
"64098",2.757
"64101",0.558
"64102",21.811
"58576",3.84
"19133",2.846
"19134",2.339
"19135",7.439
"19136",21.928
"19137",1.717
"19138",13.31
"19139",2.764
"34202",0.528
"34203",1.393
"34205",0.492
"34207",0.321
"34208",2.339
"34209",8.807
"34210",0.659
"34211",0.633
"34212",6.159
"34215",0.002
"34216",1.671
